Alcohol	BAR 1818
Alcohol	BAR RESTAURACYJNY
Alcohol	Inflight Service WMI1
Alcohol	PYVNA DUMA
Alcohol	RAIDD BAR
Alcohol	RENAISSANCE PARI
Alcohol	Ramona Bar
Alcohol	Spar
Alcohol	TOV VAiN LAV
Alcohol	The Bar
Alcohol	Хвильовий
Alcohol	Цветочная Мафия BAR
Bills & Charges	Lifecell +380661797677
Bills & Charges	ONE SPACE TAX*APGP
Bills & Charges	Pidsinnij
Bills & Charges	Rozetka
Bills & Charges	TehnoezhShourum20IM
Bills & Charges	lifecell
Bills & Charges	Нова пошта
Bills & Charges	Укрпошта
Bills & Charges	Поповнення «Комуналка»
Eating out	044 CAFE
Eating out	99 LARI
Eating out	ABUDABI1
Eating out	AJLAVBAR
Eating out	AKAN SUSHI
Eating out	ALL GOOD S.A-KAWIARNIA 2
Eating out	ALL GOOD S.A.
Eating out	AMIGOS BAR
Eating out	APOLLO
Eating out	ARIGATOR RAMEN SHOP
Eating out	AROMA KAVA
Eating out	AVI | Басейна
Eating out	Akushitsuna
Eating out	Apollo next 020
Eating out	Aroma Kava
Eating out	Art Cafe bar
Eating out	Art Coffee 1
Eating out	Atmosphere
Eating out	BAHO
Eating out	BAT ENTERPRENEURSHIP GROU
Eating out	BATUMIS GULI SPS
Eating out	BLUR COFFEE SHOP
Eating out	BUCK Coffee Roasters
Eating out	BUDINOKVELIKOGODIVA
Eating out	BULBULI ABULADZE I/E
Eating out	BULVARIS KARIBCHE LTD
Eating out	BagmanCafe
Eating out	Balance Coffee
Eating out	Bandera SUSHI
Eating out	Bar
Eating out	Bar Asia Anh
Eating out	Bar Stracciatella
Eating out	Bar Vognyk
Eating out	Big Mama
Eating out	BilijNaliv
Eating out	Bimbo coffee & more
Eating out	Bimbo2
Eating out	Blur
Eating out	Bowl
Eating out	BraveCoffee
Eating out	CAFE COFFEERELIGIA
Eating out	CAFE KREM
Eating out	CAFE ON THE ARSENAL
Eating out	CAFE VESNA
Eating out	CAFE WHITE
Eating out	COFFEERECORDS
Eating out	COOPER BURGERS
Eating out	COOPER MARY
Eating out	CUBE COFFE
Eating out	Cafe Retro
Eating out	Caffeine
Eating out	Chashka
Eating out	Cheburechna
Eating out	Chin-Chin
Eating out	China TOWN
Eating out	Coffee records
Eating out	CoffeeDVOR
Eating out	Coffeelamp
Eating out	Coffeelat
Eating out	Come and Stay
Eating out	Come and stay
Eating out	Command Coffe
Eating out	Command Coffee
Eating out	DELiTANT
Eating out	DESEO PATISSERIE BROWARY
Eating out	DOT.COFFEESTATION
Eating out	DVOR
Eating out	Domino’s Pizza
Eating out	EKR1-001
Eating out	Espresso bar
Eating out	FELIZ Coffee & Food
Eating out	FOOD VS MARKETING
Eating out	FOP BEZSMERTNA IRYNA V
Eating out	FOP KLAUNING T.YE
Eating out	FOP KUShNIROV IV
Eating out	FOP Kokashinska AO
Eating out	FOP Larin VS
Eating out	FOP Mislitska IV
Eating out	FOP Nonka IaA
Eating out	FOP SPIVAK AM
Eating out	FOP Sturova AS
Eating out	FOP Tishchenko VV
Eating out	FOP Udala IaM
Eating out	FOP Zadiraka VO
Eating out	FOP Zaritska VD
Eating out	FREEDUCHIO
Eating out	Fairfinch1
Eating out	First Point
Eating out	First point espresso bar
Eating out	GREEN COFFEE SP Z OO
Eating out	GREENCHEF
Eating out	GRKY Espresso Bar
Eating out	Garage
Eating out	Gardenista cafe
Eating out	Glovo
Eating out	Gorodskoe kafe 1654
Eating out	HRCS2-007
Eating out	HUMANS COFFEE IN TECH
Eating out	Ho Chu Bo
Eating out	Honest Coffee
Eating out	Honest coffee bar
Eating out	Honey
Eating out	Honey - TSUM
Eating out	Honey - Yaroslaviv Val
Eating out	Honey | ЦУМ
Eating out	Honey | Нижній Вал
Eating out	Honey | Ярославів вал
Eating out	Honey. Cafe-confectionery
Eating out	IDEALIST COFFEE CO
Eating out	Idealist
Eating out	Johnny Rockets 35606
Eating out	KAFE
Eating out	KAFE Blur
Eating out	KAFE Kaffa
Eating out	KAFE NA UShi
Eating out	KAFEKAShTAN
Eating out	KAFEKONDITERSKAHANI1
Eating out	KAFEKONDiTERSKA HONEY
Eating out	KAPHEKONDITERSKAHANI1
Eating out	KAVA NA DVOKh KAVIaRNI
Eating out	KAVIARNI
Eating out	KAVIARNIA 16
Eating out	KFC
Eating out	KINTARO
Eating out	KLO
Eating out	KREM CAFE
Eating out	KSENIA MARKOVSKAIA I/E
Eating out	Kafe Dubler
Eating out	Kafe Iaroslava
Eating out	Kafe Krasivo est
Eating out	Kafe Right Coffee Bar
Eating out	Kafe TaKava
Eating out	KafeCOFFEERECORDS
Eating out	KafeDripCoffeeBufet
Eating out	KafeFoodandCoffee
Eating out	KafeSpicyChang
Eating out	KapheHanh
Eating out	KapheKometa
Eating out	KaphePjanaVishnja
Eating out	KaphePjanaVishnja1
Eating out	KapheTutbude
Eating out	KapheTutbude1
Eating out	Kashtan
Eating out	Katimo cafe
Eating out	Katimocafe
Eating out	Kaviarnia
Eating out	Kaviarnia Druzhba
Eating out	Kaviarnia Why Not
Eating out	Kavovaruchka
Eating out	KavyarnyaSvitKavi
Eating out	KhachapuriMaydan1
Eating out	KnigarnyakavyarnyaSens
Eating out	Koktelbar tisipi
Eating out	Koneko
Eating out	Kosk
Eating out	Kutelmakh BTsV
Eating out	LES NOUILLES D
Eating out	LIQPAY*Poster QR
Eating out	LIQPAY*Sushi Icons Geg
Eating out	LIQPAY*TOV I-Trevels
Eating out	LMSh na Arsenalnii
Eating out	LMShnaUzvozi
Eating out	LTD AKHALI SAKHLI
Eating out	LTD SACHASHNIKE
Eating out	La Cosa Nostra
Eating out	Lazzat
Eating out	Ltd Vivato
Eating out	Lviv Croissants
Eating out	Lvivska maisternia sho
Eating out	MAGAZYN-BAR GOOD WINE
Eating out	MARGARITA LTD
Eating out	MC DONALD S
Eating out	MC DONALDS
Eating out	MCDONALDS 091
Eating out	MILK BAR
Eating out	MUSEFIR
Eating out	Mafia | Богдана Хмельницького
Eating out	Magic Bowls
Eating out	Magic Snail
Eating out	Maidan Nezalezhnosti
Eating out	Mak market
Eating out	McDonald's
Eating out	McDonald`s
Eating out	McDonalds
Eating out	McDonald’s
Eating out	Milk Bar
Eating out	Milk Bar KyivFoodMarket
Eating out	Milk Bar | ЦУМ
Eating out	Milk bar
Eating out	MilkBar
Eating out	Mimosa Brooklyn pizza
Eating out	Musafir
Eating out	Musafir (Мусафір)
Eating out	Musafir | Б. Хмельницького
Eating out	Musafir | Рогнідинська
Eating out	Mushlya
Eating out	Mushlya Cafe
Eating out	My kava
Eating out	MyKAVA
Eating out	NA BANK CAFE
Eating out	NATIVE COFFEE
Eating out	NEGRONI Aperitivo Bar
Eating out	Napule
Eating out	Naushi
Eating out	O'panas
Eating out	OH MY PHO 01
Eating out	OK Wine
Eating out	ONE LOVE espresso bar | Велика Васильківська
Eating out	OPERA COFFEE 1
Eating out	Oazis
Eating out	Octo
Eating out	One Love Espresso Bar
Eating out	One love coffee
Eating out	Origins Bar
Eating out	Oskar Smart Plaza
Eating out	OssomPlace
Eating out	P/E VLADIMIR LUKANIN
Eating out	P/E Vladimir Lukanin
Eating out	PARKINGKAVA
Eating out	PHO KWADRAT
Eating out	PHOPZolotov
Eating out	PIJALNIE CZEKOLADY
Eating out	PINZAZA
Eating out	PL BK WARSZAWA ZLOT
Eating out	PLUTOS LTD
Eating out	Pan Chang
Eating out	PeyBaldey lavrskaia 13
Eating out	Pitcher
Eating out	Pivna Duma
Eating out	Ploshadzerna
Eating out	Ponchyk Boy
Eating out	Ponchyk Boy TSUM
Eating out	PureNaive
Eating out	RELAX CAFE BAR
Eating out	RELAY 373167SC
Eating out	RESTAURACJA EAT&FLY
Eating out	RESTAURACJA RADIO CAFE
Eating out	RESTAURCJA THE MEXI
Eating out	RESTORAN
Eating out	Radio tbilisi
Eating out	Ramen Vs Marketing
Eating out	Ramen vs Marketing
Eating out	Redkaya ptytsa
Eating out	Restoran 100 Rokv tomu
Eating out	Restoran Avokado
Eating out	Restoran ChChKO
Eating out	Restoran Mei Wei
Eating out	Restoran PAN CAKE
Eating out	Restoran Pab Sunduk
Eating out	Restoran Restoran Hanh
Eating out	Restoran100Rokivtomuv1
Eating out	RestoranRestoranHanh
Eating out	Rocket
Eating out	SAIGONKA
Eating out	SARL SK LE CORNER
Eating out	SAVEURS ELYSEES
Eating out	SBR Wojciech Walkow
Eating out	SC-SONATA
Eating out	SC-TERRES DE CA
Eating out	SENS
Eating out	SERVANT
Eating out	SHOP VAPE VAM
Eating out	SOUNDIIZ PREMIUM
Eating out	SPD Bezsmertna irina V
Eating out	SPD Melnikova Liudmila
Eating out	SPICY CHANG
Eating out	SPILKA
Eating out	SUSHI BONUS
Eating out	SUSHI TU THAI
Eating out	Salateira
Eating out	Savourcoffee
Eating out	Sens
Eating out	Shalom | Kyiv
Eating out	Shovkovicya
Eating out	Simona
Eating out	Sinners
Eating out	Skvot 17B
Eating out	Skvot17BVnutrishnijba1
Eating out	Stambulskijdoner
Eating out	Stor
Eating out	Storm Coffee project
Eating out	Stormcoffeeproject
Eating out	Sweeter
Eating out	T AND K RESTAURANTS LTD
Eating out	TAKAVA
Eating out	TAKAVA 2
Eating out	TAKAVA 4
Eating out	TEONA TARIELADZE I/E
Eating out	THAI STREET FOOD
Eating out	THE ROOM (KOLODNYTSKYI
Eating out	THIS IS PIVBAR
Eating out	TITKABELLA
Eating out	TOV BEREG - 2007
Eating out	TOV KONVERS LINKS
Eating out	TUT BUDE|М8
Eating out	TUT BUDE|Велика Васильківська
Eating out	TorTiLa
Eating out	Tortila cafe
Eating out	TutBude
Eating out	Upgrade Bar
Eating out	VINNYTSYA FOOD MARKET
Eating out	Verde
Eating out	Vokzal
Eating out	WANGS WOK LTD
Eating out	WBC INTERNATIONA
Eating out	WENGEORGIA JSC
Eating out	WFPFASTFOOD1
Eating out	Wangs Wok LTD
Eating out	Wayforpay
Eating out	Whai Thai
Eating out	WoodYouLikeBar
Eating out	XPZ*coffeerecords
Eating out	XPZ*kavyarnya Parkinh
Eating out	XPZ*sens1
Eating out	Yellow
Eating out	coffeeshop Blur
Eating out	iPay.ua
Eating out	iZ *LA BICYCLETTE
Eating out	iZ *MATAMATA
Eating out	il Molino
Eating out	informatyka
Eating out	kafe Zigzag
Eating out	kaviarnya Kruzhka
Eating out	kofeynyaMyKava
Eating out	kokteilbar tcp
Eating out	magazin 3000842
Eating out	nous oberkampf
Eating out	prom.ua
Eating out	Я KAVA
Eating out	Я приват
Eating out	БПШ
Eating out	Сенс
Eating out	МАМО | Велика Васильківська
Eating out	Сенс | Хрещатик
Eating out	Світ Кави
Eating out	Чашка
Eating out	ЖИТТЯ ЧУДОВИХ ЛЮДЕЙ
Eating out	Пузата Хата
Eating out	Міське кафе Хармс
Eating out	Хлібний
Eating out	Станція «Гідропарк»
Eating out	Розовая Улиточка
Eating out	Афтернун
Eating out	Дилетант
Eating out	кав‘ярня Паркінг
Eating out	Молодість
Eating out	Пиріжкова «Тітка Клара»
Eating out	Палітурка — кава та книжки
Eating out	Джаннівіно
Eating out	Замовлення їжі
Eating out	ПРОТАГОНИСТ
Education	A MEDIUM CORPORATION
Education	GASTRONOM
Education	GUMRD.COM* JORDI BRUIN
Education	Knigarnia SENS
Education	Knigarnya"Sens"
Education	MagazinPAPRUS
Education	Patreon
Education	Udemy
Education	WFP.EDUCATIO
Education	Оплата освітніх послуг wayforpay
Education	Папірус
Education	Поповнення «Освіта»
Education / Digital	AKISMET GQD6MXCS5C
Education / Digital	CHATGPT SUBSCRIPTION
Education / Digital	ChatGPT
Education / Digital	FIGMA MONTHLY RENEWAL
Education / Digital	GitHub
Education / Digital	OPENAI *CHATGPT SUBSCR
Entertainment	BEAUV MULT TER2
Entertainment	BOWLING
Entertainment	Beer Market
Entertainment	CHUDOPARK
Entertainment	CLOUDMANIYA1
Entertainment	FDY*ATTRACTIONS-S
Entertainment	Fortuna
Personal Care	Frisor
Entertainment	Gulliver Боулинг
Entertainment	HIGHUP
Entertainment	High Up Head Shop
Entertainment	ILIA BIGANASHVILI I/E
Entertainment	LIQPAY*FOP UMANCEV OLE
Entertainment	LIQPAY*Kvitok-servis
Entertainment	LODOVA ARENA
Entertainment	LYODOVA ARENA
Entertainment	Margo Chemer
Entertainment	Margo Dmitrieva
Entertainment	MestoTorgovli
Entertainment	Mojang
Entertainment	Nadia Shynkarova
Entertainment	ODNOWA BIOLOGICZNA
Entertainment	Oleg Belokonnyy
Entertainment	Orner
Entertainment	PARK ROZVAG
Entertainment	ROLERDROM
Entertainment	SETA DECOR SHOP
Entertainment	SHAFA
Entertainment	Sigareti
Entertainment	Simvoliudachi
Entertainment	Steam
Entertainment	TatushkaJUa
Entertainment	VAPE2GO
Entertainment	VAS3K.CLUB
Entertainment	Нова Лінія
Entertainment	Срібний млин
Entertainment	Списання ЮMoney
Entertainment	Операція квазі-готівка ЮMoney
Entertainment	Табакерка
Entertainment	Ролердром «Космополіт»
Groceries	APPETITE MARKET
Groceries	ASOS
Groceries	Asiafoods
Groceries	BESTPRESSO
Groceries	Badoriy
Groceries	Basket
Groceries	Blue Elephant
Groceries	CARREFOUR EXPRESS 3352
Groceries	CARREFOUR HIPERMARKET
Groceries	CVETOCHNYI
Groceries	Carrefour
Groceries	DAILY LTD
Groceries	DEILI (GORGILADZE)
Groceries	Deili (Gorgiladze)
Groceries	Duty Free Shop
Groceries	Egersund Seafood
Groceries	FDY*Food_SSL
Groceries	FOP KALASHNIKOVA K.M
Groceries	Fistashka
Groceries	Fozzy
Groceries	Fresh n Go
Groceries	FruktiOvochi
Groceries	IRINA'S CAKES LTD
Groceries	IVS FRANCE
Groceries	IzjumBazar
Groceries	KAFEBAR
Groceries	KOSHYK
Groceries	LEKVAR MAGAZiN MARMELADU
Groceries	LOTOK_294
Groceries	LTD LUKA
Groceries	Le Silpo
Groceries	Leilia Bakery
Groceries	Levan Morchiladze
Groceries	Lotok
Groceries	Ltd Luka
Groceries	M130KiivvulLiskivska12
Groceries	M131KiivvulSpaska5
Groceries	M179
Groceries	M185
Groceries	M208
Groceries	MAF HYPERMARKETS GEO LTD
Groceries	MAHAZYN 251
Groceries	MAHAZYN 394
Groceries	MAHAZYN 410
Groceries	MARKET +
Groceries	MARKETI SHPS
Groceries	MERE DE FAMILLE
Groceries	METRO
Groceries	MIGDAL
Groceries	MKSMART
Groceries	MONOPRIX
Groceries	Magazin CafeBoutique
Groceries	Magazin Ogrok
Groceries	MagazinCafeBoutique
Groceries	MagazinProdukti
Groceries	Magazinproduktiv
Groceries	Malyna
Groceries	Mandarinchik
Groceries	Market Sonyachniy
Groceries	MarketKvitochka
Groceries	MarmeladnijkitLavina
Groceries	Molokovidphermera
Groceries	NIKORA 293
Groceries	NIKORA 442
Groceries	Novus
Groceries	OkHelth
Groceries	P/E GOGITA DUMBADZE
Groceries	P/E TEONA DIASAMIDZE
Groceries	PHOPKakurinIEkonditers
Groceries	PPSAFLORA
Groceries	PRODUKTi
Groceries	PRTMN *FOOD W
Groceries	Produkti
Groceries	Rajon1
Groceries	Rosinochka
Groceries	Rumkaonline
Groceries	SAMSONE
Groceries	SC-ACE OPERA
Groceries	SDH Hala Mirowska
Groceries	SHPS SHORENAS TKBILEULOBA
Groceries	SHU
Groceries	Сільпо
Groceries	SILPO
Groceries	SKY SHOP,BORYSPIL,UA
Groceries	SPAR
Groceries	SelectO
Groceries	SkladmagazinOvochiFruk
Groceries	Supermarket
Groceries	Supermarket VEGETUS
Groceries	TEAHOUSE
Groceries	TORNIKE IREMADZE I/E
Groceries	TOV LA FARINA
Groceries	TOVKFMERKURIYGROST3
Groceries	Thrash!
Groceries	ULTRAMARKET
Groceries	UdjadiVasi
Groceries	VARUS
Groceries	VIVI SHPS
Groceries	WINETIME
Groceries	X MARKETI LTD
Groceries	ekokramnichkaPoplavok
Groceries	magazin 2000757
Groceries	magazin 3000778
Groceries	magazin 3000906
Groceries	ВК Експрес
Groceries	АТБ
Groceries	ЕКО Маркет
Groceries	Коло
Groceries	Фора
Groceries	Юрій М.
Groceries	Мікс Март
Groceries	Галя Балувана
Groceries	ЛотОК
Groceries	Чайна chaguan
Groceries	Чашка espresso bar
Groceries	Сирне королівство
Groceries	Економ
Groceries	Молоко від фермера
Groceries	Велика Кишеня
Groceries	Велмарт
Groceries	Делікат
Groceries	Станція «Святошин»
Groceries	Фірмова мережа "Київхліб"
Groceries	Магазин Продукты
Groceries	Київхліб
Groceries	Мегамаркет
Groceries	Продуктова Хатка
Health & Fitness	A1846
Health & Fitness	APTEKA 150
Health & Fitness	APTEKAR
Health & Fitness	Apollo Next
Health & Fitness	Aptechniypunkt
Health & Fitness	Apteka 14
Health & Fitness	Apteka Ants
Health & Fitness	AptekaHreschatik
Health & Fitness	BATEX -VENDING
Health & Fitness	FARMA CENTRI LTD
Health & Fitness	FDY*APOLLO
Health & Fitness	FDY*INFORMATION_SSL
Health & Fitness	FK KONTRAKTOVYI DIM
Health & Fitness	GORK176
Health & Fitness	GPC (Chavchavadze 113)
Health & Fitness	LUXOPTICA
Health & Fitness	MEDITM17 S1162
Health & Fitness	MEDYCHNYY TSENTR
Health & Fitness	MedServis
Health & Fitness	NMU IM BOGOMOLTSYA
Health & Fitness	Naochi
Health & Fitness	SHPS IMPULSI 2020
Health & Fitness	SPORT1A
Health & Fitness	STOMATOLOGIYA DANA
Health & Fitness	Super - Pharm Warsz
Health & Fitness	TOV LANPUS APTEKA N9
Health & Fitness	magazin 725640
Health & Fitness	magazin766016
Health & Fitness	va 3038
Health & Fitness	Мед-Сервіс
Health & Fitness	Аптека "Подорожник"
Health & Fitness	Аптека «Біла Ромашка»
Health & Fitness	Аптека 911
Health & Fitness	Аптека D.S.
Health & Fitness	Аптека АНЦ
Health & Fitness	Аптека мед-сервис
Health & Fitness	Аптека Копейка
Health & Fitness	Аптека Доброго Дня
Health & Fitness	Аптека Оптових Цін
Health & Fitness	Аптека оптових цін
Health & Fitness	Будемо Здорові Разом
Health & Fitness	Країна Здоров’я
Health & Fitness	Метлайф
Health & Fitness	Клиника Медиком
Health & Fitness	Метлайф, ПрАТ
Health & Fitness	Фармація
Health & Fitness	Аптекарь / Aptekar
Health & Fitness	Часткове зняття банки «Здоров'я»
Health & Fitness	Люксоптика
Health & Fitness	Поповнення «Здоров'я»
Home	"PROMENU GOOLLIVER"
Home	Dimposudu
Home	ENGLISH HOME
Home	Eldorado
Home	Epitsentr K 11
Home	FOP Krainiukov AD
Home	FOP vanova NIu
Home	GIPFEL
Home	H&M UA0008
Home	IKEA
Home	J022
Home	JYSK
Home	Khoztovari
Home	LIQPAY*Furni
Home	LIQPAY*TOV Akva Pro T
Home	MAGAZIN
Home	MAGAZINPOBUTOVOITEHNIK
Home	MAGAZiN
Home	MUJI FRANCS BOURGEOIS
Home	Magazin 910
Home	Magazin O Some
Home	MagazinWorldofComics
Home	Mia Moy
Home	Miniso
Home	One love coffee цум
Home	PRYIMALNYY PUNKT
Home	PULL BEAR
Home	Pencilvania
Home	Portmone
Home	SHoptel
Home	TRC EPITSENTR KN11
Home	TSUM BRAND
Home	USUPSO
Home	WWW.ALIEXPRESS.COM
Home	magazin
Home	magazin66
Home	magazyn posudu Fissman
Home	ФК ЕВО
Home	Ашан
Home	Сергій В.
Home	Клопов Олександр Петрович
Home	Епіцентр
Home	Інтернет і ТБ
Home	Поповнення «Домашнє»
LLC	Ahres Iryna
LLC	Berestok Oleksandra
LLC	EasyPay
LLC	FDY*COMPUTER
LLC	FDY*Programming
LLC	FREEPIK & FLATICON
LLC	FotocentrAGFA
LLC	Fototaofisnipolsugi
LLC	IMENA.UA
LLC	LIQPAY*DPS Ukrayini
LLC	LIQPAY*Hostpro Lab LLC
LLC	Mykytiuk Liubov
LLC	OS*ONESPACE*TX
LLC	RPAY   *VCHASNO.UA
LLC	Rohalskyi Andrii
LLC	Sirosh Yurii
LLC	Stsepanenka Maksim
LLC	TS000000
LLC	UAPAY GOV
LLC	VOSTOK VISA DIRECT
LLC	ГУ ДПС у м.Києві/Деснянський р-н./71040000
LLC	ГУК у м. Києві/Шевченк.р-н/22012500
LLC	ГУК у м.Києві/Деснян.р-н/18050400
LLC	ГОЛОВНЕ УДКСУ У М.КИЄВІ
LLC	Поповнення «Податки»
Personal care	EVA
Personal care	GREEN TOP FUNSERVICE
Personal care	PERFUME SHOWROOM
Personal care	Sky Park
Personal care	TAS 007
Personal care	Watsons
Personal care	Yves Rocher
Personal care	ФОП Коваленко Микита Олегович
Personal care	Поповнення «Догляд»
Pets	Anna Dushko
Pets	MasterZoo
Present	Kucher Anna
Present	Yaremchuk Inna
Present	Часткове зняття банки «Подарунки»
Rent	Газ
Rent	Газ (доставлення)
Rent	Вивіз сміття
Rent	Гаряча вода (абонентська плата)
Rent	Холодна вода
Rent	Холодна вода (абонентська плата)
Rent	Опалення
Rent	Опалення (абонентська плата)
Rent	Катерина К.
Rent	Катерина Кіндрат
Rent	Квартплата
Rent	Поповнення «Аренда»
Rent	Поповнення «Квартира»
Rent	Електроенергія
Salary	Netreba Vladyslava
Salary	Поповнення «char»
Shopping	09 SUPER KANCTOVARI
Shopping	APPLE STORE R277
Shopping	ATHLETICS
Shopping	Adidas
Shopping	AliExpress
Shopping	BORELLO SPOLKA Z OGRANICZ
Shopping	Brandsoutlet1
Shopping	Colin's
Shopping	Colins
Shopping	Crocs
Shopping	DP LPP UKRAYiNA AT LPP
Shopping	DP LPP Ukrayina AT LPP
Shopping	FDY*Shops_SSL
Shopping	H&M
Shopping	HM
Shopping	Intimisimi
Shopping	Joom
Shopping	KARTU UNIVERSAL LTD
Shopping	MAGAZINPIVCININAVSE
Shopping	MAGAZiN ARENA
Shopping	MAHAZYN AROMATEQUE
Shopping	MARC O'POLO ZLOTE TARASY
Shopping	MONPASE
Shopping	MORO
Shopping	MTB SPORTLIFE2
Shopping	MagazinTkach
Shopping	Mango
Shopping	Megasport
Shopping	New Balance
Shopping	Ocean Plaza
Shopping	OnePrice
Shopping	Plaskostop
Shopping	Puma
Shopping	Reserved
Shopping	SEVEN MOUNTAINS
Shopping	SHOP AROMATEQUE
Shopping	SHOP CALLIOPE
Shopping	SHOP DELTA SPORT K20
Shopping	STRONG.UA
Shopping	Santekhnika
Shopping	SumUp  *KABAK Katarzyna
Shopping	USPolo
Shopping	answear.ua
Shopping	magazinAROMATEQUE
Shopping	mposshop6181351
Shopping	noskar
Shopping	sharm543
Shopping	я приват 2
Shopping	ЦУМ Бьюті
Shopping	Акварель
Shopping	Інтерспорт
Shopping	Поповнення «Одяг»
Shopping	Спортмастер
Taxi	Artem Shtepenko
Taxi	BIRD APP
Taxi	BIRD UKR* PRELOAD
Taxi	Bird
Taxi	FDY*bikenow_s
Taxi	FDY*taxicabs
Taxi	IgristaKava
Taxi	Julia Kudinova
Taxi	OKKO
Taxi	SCROLL
Taxi	Socar
Taxi	Uber
Taxi	Uklon
Taxi	WWW.TO-GO.GE
Taxi	Поповнення «taxi»
Taxi	Електросамокати Bolt
Tech	CITRKRECH
Tech	Comfy
Tech	FDY*hostiq.ua
Tech	ISPOT
Tech	LIQPAY*Alexcase
Tech	Mom
Tech	iStudio
Tech	Алло
Tech	Ярослав Б
Tech	Поповнення «tech»
Tech	Щомісячний платіж CITRUS
Transport	Bolt
Transport	METROPOLITEN
Transport	MPSA - A 209
Transport	PIVDENNYJ VOKZAL
Transport	POPEREDNIA POIZDKA
Transport	TOV STT
Transport	TOV STT OPLATA ZABORHO
Transport	UA TRANSPORT
Transport	Київ Цифровий
Transport	Харкiвський Метрополiтен
Transport	Станція «Хрещатик»
Transport	Київське метро
Transport	Київпастранс
Travel	AIRALO
Travel	Airbnb
Travel	KIWI.COM
Travel	KiYivstar
Travel	MEDICHNALABORATORIJANI
Travel	ORANGE FLEX
Travel	Ryan Air
Travel	SAGEB BVA SHOP
Travel	SAGEB BVS DAB
Travel	SkyUp
Travel	VEON GEORGIA LLC
Travel	WAH UAH - EUR ECOM
Travel	ФОП Патрило Валентина Петровна
Travel	Поповнення «travel»
Travel	Укрзалізниця